RunTag,FeatureConfig,RunId,Split,CaseGroup,Order,SampleId,FigurePath,Dice,IoU,Precision,Recall
101622,ConfigB,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,Test,FixedComparisonCases,1,ea90fc30-428a-4c09-a7eb-aac47d75acd8,/data/users/kabasmen/MethaneProjectTFM/Outputs/Experiments/101622/ConfigB/TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull/Figures/PredictionCases/FixedComparisonCases_01_ea90fc30-428a-4c09-a7eb-aac47d75acd8.png,0.2679830757856374,0.154723128412503,0.154723128412503,1.0
101622,ConfigB,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,Test,FixedComparisonCases,2,365a3850-e629-476a-83cf-dc4ef3355295,/data/users/kabasmen/MethaneProjectTFM/Outputs/Experiments/101622/ConfigB/TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull/Figures/PredictionCases/FixedComparisonCases_02_365a3850-e629-476a-83cf-dc4ef3355295.png,0.3352601168877454,0.2013888907375257,0.205673760743088,0.9062500009765624
101622,ConfigB,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,Test,FixedComparisonCases,3,8d2f53e5-76d5-4675-9802-4ed9b6c0551b,/data/users/kabasmen/MethaneProjectTFM/Outputs/Experiments/101622/ConfigB/TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull/Figures/PredictionCases/FixedComparisonCases_03_8d2f53e5-76d5-4675-9802-4ed9b6c0551b.png,6.086427263489697e-10,6.086427263489697e-10,6.472491905195798e-10,1.020408152852978e-08
101622,ConfigB,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,Test,FixedComparisonCases,4,63469f68-509c-45de-9a32-d7a9b525b5df,/data/users/kabasmen/MethaneProjectTFM/Outputs/Experiments/101622/ConfigB/TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull/Figures/PredictionCases/FixedComparisonCases_04_63469f68-509c-45de-9a32-d7a9b525b5df.png,0.8502072232976867,0.7394438725649394,0.7432712217978559,0.9930843706872968
101622,ConfigB,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,Test,FixedComparisonCases,5,e00a0f4f-f778-43a7-bb30-0fb8c1ed99d1,/data/users/kabasmen/MethaneProjectTFM/Outputs/Experiments/101622/ConfigB/TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull/Figures/PredictionCases/FixedComparisonCases_05_e00a0f4f-f778-43a7-bb30-0fb8c1ed99d1.png,0.6525345625322262,0.4842681265605087,1.0,0.4842681265605087
101622,ConfigB,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,Test,FixedComparisonCases,6,226ee4ba-987d-4b76-8206-daffbf039293,/data/users/kabasmen/MethaneProjectTFM/Outputs/Experiments/101622/ConfigB/TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull/Figures/PredictionCases/FixedComparisonCases_06_226ee4ba-987d-4b76-8206-daffbf039293.png,0.8931541907273486,0.806936416408166,0.8389423078858866,0.9548563612108668
101622,ConfigB,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,Test,FixedComparisonCases,7,4a155e3f-6602-4575-b01f-106a7352593c,/data/users/kabasmen/MethaneProjectTFM/Outputs/Experiments/101622/ConfigB/TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull/Figures/PredictionCases/FixedComparisonCases_07_4a155e3f-6602-4575-b01f-106a7352593c.png,0.6742952833730685,0.5086315791542605,0.5508435934560677,0.8690647482956368
101622,ConfigB,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,Test,FixedComparisonCases,8,617140a7-5a6e-429e-a804-c4043b2a975f,/data/users/kabasmen/MethaneProjectTFM/Outputs/Experiments/101622/ConfigB/TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull/Figures/PredictionCases/FixedComparisonCases_08_617140a7-5a6e-429e-a804-c4043b2a975f.png,0.8195204039463525,0.6942266573811641,0.9898373983843116,0.6992103376172215
101622,ConfigB,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,Test,FixedComparisonCases,9,ac20d346-a807-4145-8f9e-2966a9c43ced,/data/users/kabasmen/MethaneProjectTFM/Outputs/Experiments/101622/ConfigB/TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull/Figures/PredictionCases/FixedComparisonCases_09_ac20d346-a807-4145-8f9e-2966a9c43ced.png,0.8311011905390249,0.7110120943914627,0.8665632274115103,0.7984274483213528
101622,ConfigB,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,Test,BestPredictions,1,eec4b886-46cd-4f9e-acc1-928bf47dddb8,/data/users/kabasmen/MethaneProjectTFM/Outputs/Experiments/101622/ConfigB/TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull/Figures/PredictionCases/BestPredictions_01_eec4b886-46cd-4f9e-acc1-928bf47dddb8.png,0.9533531830492906,0.910864264451134,0.9586541203425566,0.948110547109952
